Employee_ID,Training_Date,Training_Name,Training_Hours,Completion_Status,Assessment_Score
EMP10270,2026-03-05,Advanced Excel,24,Completed,35.0
EMP10270,2024-07-20,Sales Negotiation,40,Cancelled,
EMP10270,2025-01-04,Project Management,16,Completed,64.6
EMP10272,2025-02-11,Communication Skills,4,Completed,73.9
EMP10272,2022-05-13,Sales Negotiation,8,Completed,91.3
EMP10272,2023-05-22,Leadership Essentials,16,Completed,100.0
EMP10272,2025-12-24,Communication Skills,16,Completed,81.7
EMP10272,2025-05-22,Leadership Essentials,24,Completed,89.5
EMP10274,2025-12-21,Customer Handling,16,Completed,83.5
EMP10274,2023-06-18,Project Management,16,Completed,83.5
EMP10274,2026-06-18,Communication Skills,8,No Show,
EMP10274,2023-10-24,Advanced Excel,8,Completed,62.5
EMP10274,2025-07-02,Time Management,16,Completed,76.7
EMP10274,2024-05-03,Customer Handling,4,In Progress,
EMP10275,2026-01-12,Communication Skills,16,Completed,92.7
EMP10275,2026-05-08,Communication Skills,24,In Progress,
EMP10276,2024-05-13,Sales Negotiation,24,Completed,70.2
EMP10276,2021-04-23,Project Management,8,In Progress,
EMP10278,2025-01-26,Leadership Essentials,8,Completed,64.7
EMP10280,2022-12-05,Customer Handling,16,Completed,76.5
EMP10280,2023-10-01,Sales Negotiation,24,Cancelled,
EMP10281,2025-07-16,Time Management,24,Completed,88.2
EMP10282,2024-12-11,Communication Skills,16,Cancelled,
EMP10283,2022-02-02,Leadership Essentials,8,No Show,
EMP10283,2024-09-08,Communication Skills,16,Completed,80.8
EMP10283,2025-07-27,Cyber Security,16,Completed,81.7
EMP10286,2025-08-06,Advanced Excel,16,Completed,72.0
EMP10286,2024-06-11,Customer Handling,8,Completed,71.4
EMP10286,2023-02-21,Time Management,4,Completed,77.3
EMP10287,2026-04-10,Power BI Fundamentals,4,Completed,63.5
EMP10288,2021-01-06,Sales Negotiation,8,In Progress,
EMP10288,2019-09-09,Data Analytics,24,Completed,100.0
EMP10289,2022-05-16,Power BI Fundamentals,8,Completed,75.3
EMP10289,2020-11-08,Communication Skills,16,In Progress,
EMP10289,2021-04-23,Time Management,24,In Progress,
EMP10290,2024-05-30,Time Management,4,Completed,89.3
EMP10291,2025-02-12,Time Management,8,Completed,78.1
EMP10291,2025-08-06,Data Analytics,24,Completed,98.3
EMP10292,2023-08-15,Advanced Excel,16,Completed,59.2
EMP10292,2020-10-31,Time Management,24,In Progress,
EMP10293,2024-04-02,Data Analytics,4,Completed,70.1
EMP10293,2025-02-13,Advanced Excel,16,Completed,70.8
EMP10294,2022-11-29,Data Analytics,8,Completed,71.8
EMP10294,2021-03-16,Customer Handling,4,Completed,93.6
EMP10294,2024-01-19,Time Management,16,In Progress,
EMP10294,2022-06-24,Communication Skills,8,Completed,70.6
EMP10295,2022-05-15,Power BI Fundamentals,16,Completed,92.1
EMP10295,2022-11-29,Customer Handling,8,Completed,100.0
EMP10296,2025-07-09,Communication Skills,4,Completed,67.8
EMP10296,2025-05-27,Leadership Essentials,16,Completed,59.6
EMP10298,2022-04-16,Power BI Fundamentals,4,Completed,68.1
EMP10298,2023-09-19,Time Management,24,Completed,76.3
EMP10298,2023-11-13,Customer Handling,24,Completed,78.5
EMP10299,2024-12-25,Power BI Fundamentals,40,Completed,68.6
EMP10300,2024-01-06,Sales Negotiation,8,Completed,79.0
EMP10300,2025-10-21,Leadership Essentials,4,Completed,68.4
EMP10300,2023-09-03,Cyber Security,16,In Progress,
EMP10303,2025-05-27,Leadership Essentials,8,Completed,71.6
EMP10304,2026-01-07,Project Management,8,Completed,82.5
EMP10305,2024-09-23,Cyber Security,16,Completed,69.1
EMP10308,2023-09-04,Cyber Security,16,Completed,80.9
EMP10308,2024-08-30,Customer Handling,24,Completed,74.4
EMP10309,2024-01-04,Advanced Excel,8,Completed,100.0
EMP10310,2024-06-25,Power BI Fundamentals,8,Completed,81.3
EMP10311,2025-08-10,Sales Negotiation,24,Cancelled,
EMP10313,2022-01-04,Sales Negotiation,16,Completed,73.4
EMP10314,2024-08-06,Project Management,16,Completed,72.5
EMP10314,2026-02-16,Power BI Fundamentals,24,Completed,77.5
EMP10315,2025-11-15,Leadership Essentials,16,Completed,59.4
EMP10316,2024-03-03,Communication Skills,8,Completed,73.8
EMP10317,2025-02-15,Leadership Essentials,40,In Progress,
EMP10317,2025-03-28,Customer Handling,16,In Progress,
EMP10318,2024-05-31,Cyber Security,8,Completed,76.5
EMP10319,2026-04-22,Power BI Fundamentals,16,Completed,85.9
EMP10319,2025-04-23,Sales Negotiation,16,In Progress,
EMP10320,2023-07-16,Project Management,16,In Progress,
EMP10320,2021-09-17,Leadership Essentials,8,Completed,72.0
EMP10320,2022-01-10,Cyber Security,8,Completed,100.0
EMP10321,2024-08-05,Communication Skills,24,Completed,77.5
EMP10321,2026-01-23,Project Management,16,In Progress,
EMP10321,2026-05-01,Advanced Excel,8,Completed,86.3
EMP10322,2025-04-17,Time Management,8,In Progress,
EMP10322,2026-04-22,Leadership Essentials,16,No Show,
EMP10322,2025-07-02,Communication Skills,8,Completed,54.9
EMP10323,2022-01-07,Cyber Security,8,No Show,
EMP10323,2021-04-16,Advanced Excel,24,Completed,59.0
EMP10323,2025-08-15,Communication Skills,4,In Progress,
EMP10324,2020-04-23,Communication Skills,8,Completed,99.1
EMP10325,2023-08-15,Data Analytics,16,In Progress,
EMP10326,2024-10-23,Project Management,4,Completed,75.6
EMP10326,2026-04-27,Customer Handling,16,No Show,
EMP10326,2022-10-15,Advanced Excel,16,Completed,73.4
EMP10326,2023-05-18,Advanced Excel,24,Completed,89.4
EMP10326,2024-06-18,Leadership Essentials,8,Completed,69.6
EMP10327,2025-12-19,Sales Negotiation,24,Completed,80.5
EMP10330,2025-11-28,Cyber Security,8,Completed,89.1
EMP10330,2026-04-19,Leadership Essentials,16,Completed,81.2
EMP10331,2025-01-10,Time Management,8,Completed,58.7
EMP10331,2025-11-05,Project Management,40,Completed,86.1
EMP10333,2020-02-04,Customer Handling,4,In Progress,
EMP10333,2022-07-08,Communication Skills,40,In Progress,
EMP10333,2022-08-11,Advanced Excel,4,Completed,68.5
EMP10334,2026-04-24,Sales Negotiation,24,Completed,61.9
EMP10335,2024-08-06,Communication Skills,16,Completed,64.2
EMP10336,2024-04-24,Project Management,8,In Progress,
EMP10336,2025-10-03,Leadership Essentials,16,Completed,69.1
EMP10336,2025-05-07,Project Management,4,Completed,73.3
EMP10336,2025-12-21,Power BI Fundamentals,24,Completed,56.4
EMP10337,2026-02-20,Communication Skills,16,In Progress,
EMP10337,2025-11-10,Advanced Excel,16,In Progress,
EMP10337,2026-01-21,Time Management,8,Completed,78.1
EMP10338,2025-06-22,Time Management,16,Completed,82.6
EMP10338,2026-02-19,Sales Negotiation,40,Completed,69.7
EMP10338,2026-05-05,Advanced Excel,8,Completed,71.7
EMP10338,2026-02-25,Sales Negotiation,4,Completed,73.2
EMP10340,2026-06-13,Time Management,16,Completed,85.3
EMP10341,2024-09-13,Advanced Excel,4,Completed,85.7
EMP10343,2024-10-01,Advanced Excel,8,Completed,70.0
EMP10344,2024-02-23,Leadership Essentials,24,Completed,90.6
EMP10344,2026-04-10,Leadership Essentials,24,Completed,80.6
EMP10345,2026-04-17,Cyber Security,4,Completed,78.3
EMP10345,2024-03-26,PROJECT MANAGEMENT,8,Completed,90.7
EMP10345,2022-02-27,Advanced Excel,24,Cancelled,
EMP10345,2023-09-06,Data Analytics,16,Completed,99.8
EMP10345,2026-02-09,Leadership Essentials,16,Completed,57.1
EMP10346,2021-12-12,Sales Negotiation,16,Completed,61.4
EMP10347,2024-02-04,Leadership Essentials,16,Cancelled,
EMP10347,2023-08-17,Customer Handling,8,Completed,66.2
EMP10347,2023-10-04,Time Management,24,Completed,56.8
EMP10347,2023-09-05,Cyber Security,24,Completed,57.6
EMP10348,2025-08-02,Advanced Excel,4,Completed,73.7
EMP10348,2025-08-03,Advanced Excel,8,Cancelled,
EMP10348,2026-04-19,Leadership Essentials,4,Completed,89.7
EMP10348,2026-06-27,Power BI Fundamentals,16,Completed,85.5
EMP10349,2023-06-24,Leadership Essentials,4,Completed,73.6
EMP10351,2023-10-08,Customer Handling,24,In Progress,
EMP10352,2025-04-06,Cyber Security,16,Completed,98.9
EMP10353,2024-05-09,Cyber Security,8,Completed,65.7
EMP10355,2025-03-26,Advanced Excel,24,Completed,80.3
EMP10356,2025-04-26,Time Management,24,Completed,83.6
EMP10356,2025-03-03,Cyber Security,4,In Progress,
EMP10356,2025-01-19,Communication Skills,4,Completed,100.0
EMP10356,2026-05-18,Time Management,16,Cancelled,
EMP10357,2024-11-05,Time Management,24,Completed,72.2
EMP10358,2025-09-30,Leadership Essentials,16,Completed,62.7
EMP10360,2022-11-24,Sales Negotiation,4,Completed,82.0
EMP10360,2023-05-01,Cyber Security,16,Completed,72.3
EMP10360,2020-05-24,Sales Negotiation,24,Cancelled,
EMP10361,2021-11-03,Cyber Security,40,In Progress,
EMP10361,2024-01-28,Time Management,4,Cancelled,
EMP10362,2021-12-04,Time Management,8,In Progress,
EMP10362,2024-05-15,Advanced Excel,40,Completed,89.2
EMP10362,2024-08-30,Project Management,16,Completed,63.0
EMP10362,2021-11-10,Leadership Essentials,8,Completed,86.4
EMP10365,2025-08-16,Sales Negotiation,16,Completed,90.9
EMP10366,2021-07-10,Power BI Fundamentals,4,Completed,86.8
EMP10367,2021-12-21,Project Management,40,Completed,77.5
EMP10367,2020-12-15,Time Management,8,Completed,91.8
EMP10367,2023-03-20,Communication Skills,8,Completed,75.5
EMP10367,2021-01-09,Advanced Excel,16,Completed,90.2
EMP10368,2020-06-15,Advanced Excel,16,No Show,
EMP10368,2022-04-01,Leadership Essentials,16,Completed,66.1
EMP10368,2020-02-26,Time Management,8,Completed,63.4
EMP10368,2019-09-01,Advanced Excel,8,Completed,83.7
EMP10370,2021-03-12,Time Management,8,Completed,94.9
EMP10370,2022-09-08,Communication Skills,8,Completed,74.1
EMP10371,2024-08-02,Time Management,4,Completed,78.5
EMP10371,2024-03-24,Data Analytics,40,In Progress,
EMP10371,2025-03-07,Power BI Fundamentals,8,Completed,66.7
EMP10373,2020-08-07,Customer Handling,16,Completed,87.2
EMP10374,2026-03-25,Project Management,24,Completed,81.8
EMP10376,2024-09-26,Cyber Security,16,Completed,64.5
EMP10377,2024-02-07,Sales Negotiation,8,Cancelled,
EMP10377,2024-03-19,Time Management,8,Completed,57.0
EMP10378,2024-03-06,Sales Negotiation,4,Completed,85.2
EMP10379,2025-11-20,Data Analytics,8,Completed,88.5
EMP10380,2025-06-25,Communication Skills,24,Completed,63.0
EMP10380,2025-07-02,Data Analytics,16,Completed,98.7
EMP10380,2023-10-26,Leadership Essentials,16,Completed,89.4
EMP10381,2025-06-28,Leadership Essentials,4,Completed,70.9
EMP10381,2025-12-30,Data Analytics,16,Cancelled,
EMP10384,2025-03-11,Customer Handling,16,Completed,85.8
EMP10384,2022-04-27,Time Management,16,Completed,83.6
EMP10384,2023-09-13,Cyber Security,4,In Progress,
EMP10384,2021-07-08,Power BI Fundamentals,8,In Progress,
EMP10384,2023-01-13,Project Management,4,Completed,79.4
EMP10384,2022-03-26,Customer Handling,16,Cancelled,
EMP10385,2023-06-03,Time Management,24,Completed,59.9
EMP10385,2020-12-29,Power BI Fundamentals,4,No Show,
EMP10385,2020-09-19,Data Analytics,8,Completed,64.5
EMP10385,2019-11-10,Data Analytics,8,Cancelled,
EMP10385,2021-07-30,Sales Negotiation,24,Cancelled,
EMP10386,2024-11-09,Customer Handling,8,In Progress,
EMP10386,2025-10-05,Time Management,24,In Progress,
EMP10388,2024-10-11,Project Management,8,Completed,76.6
EMP10389,2023-07-28,Customer Handling,16,Completed,85.2
EMP10394,2026-02-04,Project Management,4,Completed,74.7
EMP10394,2023-11-26,Leadership Essentials,24,Completed,98.7
EMP10394,2025-02-22,Power BI Fundamentals,16,Completed,85.8
EMP10394,2024-07-04,Time Management,24,Completed,82.5
EMP10396,2022-10-11,Data Analytics,40,Completed,75.6
EMP10396,2020-05-25,Leadership Essentials,4,Completed,76.4
EMP10397,2023-10-22,Communication Skills,24,In Progress,
EMP10397,2023-12-18,Power BI Fundamentals,24,In Progress,
EMP10399,2022-10-19,Power BI Fundamentals,4,Completed,73.3
EMP10399,2022-07-21,Leadership Essentials,16,In Progress,
EMP10399,2022-02-16,Cyber Security,16,In Progress,
EMP10400,2023-05-28,Project Management,40,Cancelled,
EMP10400,2019-12-17,Communication Skills,8,Cancelled,
EMP10401,2024-05-22,Communication Skills,40,In Progress,
EMP10401,2024-04-28,Communication Skills,16,Completed,81.3
EMP10402,2023-09-24,Advanced Excel,24,Completed,100.0
EMP10402,2025-07-05,Project Management,8,Completed,93.1
EMP10402,2025-09-29,Communication Skills,4,Completed,77.3
EMP10403,2024-04-09,Sales Negotiation,16,Completed,69.0
EMP10403,2023-09-04,Sales Negotiation,8,Completed,73.4
EMP10403,2022-05-19,Time Management,16,In Progress,
EMP10403,2024-10-04,Project Management,24,Completed,61.5
EMP10403,2023-12-29,Time Management,4,Completed,82.8
EMP10404,2024-04-01,Time Management,8,Completed,100.0
EMP10404,2024-03-13,Project Management,4,Completed,84.0
EMP10404,2023-06-17,Time Management,16,Completed,68.8
EMP10404,2022-12-12,CUSTOMER HANDLING,4,Completed,58.1
EMP10404,2022-03-13,Cyber Security,8,Completed,67.2
EMP10404,2025-07-18,Project Management,24,Completed,77.7
EMP10405,2021-01-07,Data Analytics,4,Cancelled,
EMP10405,2023-06-08,Advanced Excel,4,Completed,80.0
EMP10405,2021-12-17,Sales Negotiation,16,Completed,90.3
EMP10406,2023-02-15,Leadership Essentials,16,Completed,96.0
EMP10406,2022-07-12,Sales Negotiation,8,Cancelled,
EMP10406,2021-10-19,Communication Skills,24,Completed,64.4
EMP10406,2021-10-08,Leadership Essentials,24,Completed,77.2
EMP10407,2026-04-11,Communication Skills,16,In Progress,
EMP10409,2026-01-10,Communication Skills,8,Cancelled,
EMP10409,2025-09-02,Sales Negotiation,8,Completed,75.2
EMP10411,2026-01-28,Time Management,24,Completed,81.5
EMP10411,2022-12-08,Communication Skills,16,Cancelled,
EMP10412,2025-12-02,Communication Skills,8,Completed,78.2
EMP10412,2024-06-22,Sales Negotiation,8,Completed,83.7
EMP10414,2024-08-19,Project Management,8,Completed,78.2
EMP10414,2023-04-06,CYBER SECURITY,4,Completed,77.3
EMP10414,2022-12-16,Communication Skills,16,Completed,96.7
EMP10415,2024-01-18,Cyber Security,4,Completed,67.5
EMP10415,2023-04-18,Data Analytics,16,In Progress,
EMP10415,2024-02-06,Leadership Essentials,16,In Progress,
EMP10415,2021-10-26,Project Management,24,In Progress,
EMP10417,2024-06-22,Leadership Essentials,40,Completed,74.9
EMP10417,2026-01-14,Advanced Excel,24,Completed,84.9
EMP10418,2022-09-21,Project Management,8,Completed,78.8
EMP10418,2021-04-06,Leadership Essentials,8,Completed,77.2
EMP10419,2023-09-24,Power BI Fundamentals,16,No Show,
EMP10419,2022-08-04,Advanced Excel,16,Completed,73.9
EMP10419,2022-06-19,Data Analytics,16,Completed,81.1
EMP10419,2020-11-09,Customer Handling,8,Completed,76.7
EMP10422,2026-02-01,Sales Negotiation,16,Completed,78.5
EMP10423,2022-06-11,Communication Skills,16,Cancelled,
EMP10423,2023-12-26,Time Management,40,Completed,87.6
EMP10426,2021-12-19,Project Management,16,Completed,73.5
EMP10426,2022-03-25,Leadership Essentials,24,Completed,80.6
EMP10426,2020-04-01,Leadership Essentials,24,No Show,
EMP10429,2023-01-30,Communication Skills,16,Completed,91.3
EMP10429,2024-11-09,Communication Skills,4,Completed,71.7
EMP10431,2022-10-05,Customer Handling,24,Cancelled,
EMP10431,2022-07-10,Data Analytics,8,In Progress,
EMP10432,2024-03-10,Communication Skills,16,Cancelled,
EMP10432,2024-06-25,Customer Handling,8,Completed,77.5
EMP10432,2025-09-18,Data Analytics,16,Completed,79.6
EMP10432,2023-04-15,Project Management,16,Completed,82.0
EMP10434,2026-03-27,Power BI Fundamentals,8,No Show,
EMP10435,2021-10-27,Communication Skills,40,Completed,97.2
EMP10437,2022-10-19,Data Analytics,16,Completed,72.2
EMP10437,2023-01-03,Communication Skills,8,In Progress,
EMP10438,2022-08-04,Leadership Essentials,24,Completed,81.1
EMP10438,2022-03-07,Data Analytics,16,In Progress,
EMP10439,2026-02-08,Customer Handling,8,Completed,72.9
EMP10439,2026-04-20,Advanced Excel,8,Completed,93.3
EMP10440,2024-05-25,Leadership Essentials,24,Completed,59.2
EMP10440,2024-12-19,Data Analytics,24,Completed,81.6
EMP10441,2023-01-09,Cyber Security,24,Completed,96.3
EMP10441,2024-06-08,Advanced Excel,8,In Progress,
EMP10441,2022-12-01,Project Management,4,Completed,78.4
EMP10441,2024-09-17,Communication Skills,8,Completed,68.7
EMP10443,2022-06-25,Customer Handling,24,Completed,66.8
EMP10444,2025-06-20,Sales Negotiation,24,Completed,73.1
EMP10444,2025-09-03,Communication Skills,16,Completed,96.1
EMP10444,2026-05-15,Project Management,24,Completed,87.6
EMP10445,2024-10-21,Project Management,24,In Progress,
EMP10447,2020-04-10,Data Analytics,8,Completed,88.5
EMP10447,2023-02-25,Power BI Fundamentals,16,Completed,59.4
EMP10447,2021-11-17,Time Management,4,Completed,63.6
EMP10449,2021-12-29,Cyber Security,8,Completed,86.6
EMP10450,2025-05-24,Advanced Excel,40,Completed,77.6
EMP10450,2024-11-06,Advanced Excel,16,Completed,70.1
EMP10451,2026-05-11,Data Analytics,16,In Progress,
EMP10454,2026-01-01,Data Analytics,40,Completed,59.8
EMP10456,2025-05-21,Communication Skills,4,Completed,56.4
EMP10459,2025-06-09,Communication Skills,16,In Progress,
EMP10459,2024-10-12,Power BI Fundamentals,8,No Show,
EMP10461,2025-11-17,Cyber Security,8,In Progress,
EMP10463,2025-05-22,Project Management,16,Completed,68.2
EMP10463,2026-06-27,Project Management,16,Completed,58.6
EMP10463,2025-03-10,Time Management,16,Completed,86.6
EMP10463,2023-09-05,Cyber Security,8,Completed,89.2
EMP10467,2025-11-26,Communication Skills,16,Completed,78.7
EMP10468,2025-08-02,Leadership Essentials,4,In Progress,
EMP10470,2025-07-10,Time Management,24,Completed,68.2
EMP10472,2025-01-29,Time Management,4,Completed,59.3
EMP10472,2026-02-07,Communication Skills,8,No Show,
EMP10473,2024-06-23,Power BI Fundamentals,4,Completed,100.0
EMP10474,2023-06-14,Customer Handling,4,Completed,99.1
EMP10474,2024-07-21,Data Analytics,8,Cancelled,
EMP10476,2023-03-29,Project Management,24,Completed,82.1
EMP10476,2023-02-13,Communication Skills,40,Completed,78.9
EMP10476,2024-01-21,Leadership Essentials,16,Completed,94.0
EMP10476,2021-06-22,Customer Handling,40,Completed,72.6
EMP10477,2021-09-06,Data Analytics,8,In Progress,
EMP10477,2024-10-28,Power BI Fundamentals,16,No Show,
EMP10477,2022-09-29,Time Management,24,In Progress,
EMP10477,2021-01-03,Sales Negotiation,4,Completed,59.2
EMP10477,2025-03-05,Communication Skills,4,Completed,60.9
EMP10481,2024-10-13,Advanced Excel,8,Completed,87.3
EMP10481,2026-02-08,Sales Negotiation,24,Completed,95.4
EMP10481,2023-11-14,Time Management,16,Cancelled,
EMP10481,2023-12-01,Advanced Excel,8,Completed,83.7
EMP10481,2024-05-22,Data Analytics,4,Completed,63.0
EMP10483,2024-09-01,Power BI Fundamentals,16,Completed,86.7
EMP10483,2024-10-30,Cyber Security,24,Completed,56.8
EMP10483,2025-11-17,Power BI Fundamentals,16,Completed,83.0
EMP10484,2024-10-01,Project Management,16,Completed,83.9
EMP10484,2024-08-07,Sales Negotiation,8,Completed,52.4
EMP10485,2026-01-16,Power BI Fundamentals,24,Completed,86.4
EMP10485,2026-01-16,Sales Negotiation,8,Completed,65.3
EMP10486,2020-09-08,Data Analytics,16,Completed,69.4
EMP10486,2022-10-14,Project Management,24,In Progress,
EMP10488,2022-12-04,Project Management,24,Completed,83.4
EMP10488,2025-07-13,Power BI Fundamentals,16,In Progress,
EMP10488,2023-04-27,Sales Negotiation,4,Completed,96.6
EMP10490,2026-06-18,Sales Negotiation,8,In Progress,
EMP10492,2025-05-06,Sales Negotiation,4,Completed,92.4
EMP10492,2026-02-17,Customer Handling,8,Completed,72.7
EMP10492,2025-07-11,Time Management,4,Completed,95.1
EMP10492,2023-10-18,Cyber Security,40,Completed,88.5
EMP10493,2024-01-08,Time Management,4,Completed,73.5
EMP10493,2023-09-29,Leadership Essentials,4,No Show,
EMP10494,2021-02-17,Communication Skills,8,Completed,67.0
EMP10494,2022-09-30,Communication Skills,4,Completed,73.8
EMP10495,2025-12-26,Communication Skills,8,Completed,73.5
EMP10499,2021-08-07,Sales Negotiation,16,In Progress,
EMP10499,2021-11-09,Communication Skills,16,Cancelled,
EMP10499,2025-09-22,Cyber Security,24,In Progress,
EMP10499,2025-07-11,Communication Skills,8,Completed,75.7
EMP10501,2025-09-07,Customer Handling,40,Completed,80.4
EMP10502,2025-07-28,Cyber Security,16,Completed,78.5
EMP10503,2024-02-05,Cyber Security,4,Completed,74.9
EMP10504,2022-08-09,Time Management,4,Completed,67.3
EMP10505,2021-01-23,Data Analytics,24,In Progress,
EMP10505,2022-07-21,Project Management,4,Completed,78.4
EMP10506,2023-05-18,Customer Handling,16,Completed,95.3
